ticket_id,created_at,customer_age,membership_tier,issue_type,contact_channel,region,monthly_spend,tenure_months,previous_tickets,avg_response_minutes,satisfaction_score,reopened_count,resolution_hours,priority
TK-261157,2025-05-14 08:00:00,34,Basic,Cancellation,App,Daegu,55866,54,5,95,2.9,0,5.7,Medium
TK-261158,2025-02-18 13:00:00,33,Silver,Technical,Chat,Incheon,57653,15,4,32,2.9,2,1.9,Low
TK-261159,2025-10-21 20:00:00,71,Silver,Delivery,Chat,Daejeon,92302,86,5,110,2.2,1,3.1,Medium
TK-261160,2025-03-21 19:00:00,72,VIP,Account,App,Busan,204979,13,0,12,3.1,0,6.6,Low
TK-261161,2026-07-03 19:00:00,50,Silver,Account,App,Daegu,66748,36,5,2,2.3,1,3.5,Low
TK-261162,2025-02-28 05:00:00,68,Basic,Payment,Email,Daegu,31799,27,4,40,2.9,0,3.1,Medium
TK-261163,2025-08-05 13:00:00,67,Gold,Cancellation,Phone,Seoul,138217,52,2,119,4.9,0,2.8,Medium
TK-261164,2026-06-02 17:00:00,64,Gold,Account,Phone,Busan,126949,11,2,58,3.6,0,3.3,Medium
TK-261165,2025-04-12 10:00:00,19,Basic,Payment,Email,Seoul,28813,26,3,73,2.7,4,5.0,Low
TK-261166,2025-03-17 10:00:00,28,Basic,Payment,App,Seoul,41608,10,2,55,2.1,0,1.8,Low
TK-261167,2026-02-05 23:00:00,31,Basic,Payment,Phone,Busan,38692,66,7,46,1.6,1,4.2,Medium
TK-261168,2026-04-08 01:00:00,34,VIP,Account,Chat,Seoul,220762,44,4,98,2.6,1,4.9,High
TK-261169,2026-02-20 01:00:00,46,Silver,Delivery,App,Seoul,99579,29,3,80,3.5,0,5.1,High
TK-261170,2025-03-08 22:00:00,39,Basic,Payment,Chat,Seoul,50431,25,6,41,2.3,0,4.0,Medium
TK-261171,2025-09-09 13:00:00,67,Silver,Delivery,Phone,Daegu,98315,30,4,43,,0,3.3,Medium
TK-261172,2025-12-27 23:00:00,24,Silver,Delivery,App,Daegu,75032,82,0,78,3.8,0,1.7,Medium
TK-261173,2025-07-28 22:00:00,54,VIP,Technical,App,Incheon,220769,96,3,134,2.8,0,4.0,Medium
TK-261174,2025-03-01 18:00:00,61,Silver,Payment,Email,Seoul,93583,92,0,51,4.5,3,8.2,Medium
TK-261175,2026-01-29 02:00:00,52,Basic,Payment,Phone,Daejeon,23062,17,3,55,3.7,0,3.0,Medium
TK-261176,2026-04-24 09:00:00,74,Basic,Technical,Email,Seoul,26926,54,3,75,3.8,0,1.9,Low
TK-261177,2025-04-28 12:00:00,19,Silver,Cancellation,App,Incheon,66088,16,5,90,4.2,0,10.0,Low
TK-261178,2025-08-26 12:00:00,37,Basic,Cancellation,Chat,Incheon,61796,5,3,21,5.0,0,5.2,Low
TK-261179,2025-09-24 14:00:00,38,Gold,Delivery,Chat,Seoul,154610,8,1,62,3.3,1,3.3,Medium
TK-261180,2026-02-16 17:00:00,50,Gold,Delivery,App,Daegu,112790,36,1,55,3.9,1,4.0,Medium
TK-261181,2025-08-14 23:00:00,20,Silver,Payment,Chat,Busan,84235,69,2,135,4.2,1,10.5,High
TK-261182,2025-04-01 10:00:00,44,Basic,Payment,Chat,Incheon,30789,38,8,81,4.0,0,3.9,Low
TK-261183,2025-04-14 17:00:00,35,VIP,Payment,Phone,Seoul,214252,51,3,79,5.0,0,4.6,Medium
TK-261184,2025-06-11 22:00:00,64,Silver,Delivery,Chat,Incheon,58307,54,4,3,3.6,0,8.0,High
TK-261185,2026-03-23 14:00:00,52,Basic,Payment,Email,Incheon,32193,4,7,5,3.7,0,10.3,Medium
TK-261186,2025-08-27 13:00:00,53,Silver,Technical,Email,Seoul,85001,96,1,149,3.1,1,7.2,Low
TK-261187,2025-09-09 04:00:00,29,Silver,Delivery,Chat,Seoul,68807,21,0,32,3.7,0,3.1,Low
TK-261188,2026-04-27 05:00:00,43,Basic,Account,Email,Incheon,,76,1,82,4.2,0,7.5,Medium
TK-261189,2025-04-03 17:00:00,32,Silver,Technical,App,Seoul,57915,28,0,65,3.0,1,2.2,Medium
TK-261190,2025-10-06 18:00:00,71,Silver,Account,Phone,Daegu,90455,37,4,2,5.0,0,2.8,Low
TK-261191,2025-01-18 01:00:00,47,Basic,Delivery,Phone,Daegu,51729,8,1,51,2.9,0,1.8,Low
TK-261192,2026-05-31 02:00:00,64,Silver,Technical,Email,Daejeon,62643,43,9,97,3.2,0,13.1,Low
TK-261193,2025-02-04 17:00:00,75,VIP,Account,Chat,Daejeon,193234,92,1,76,4.3,1,3.9,Low
TK-261194,2026-06-27 05:00:00,22,Silver,Technical,Email,Busan,73415,20,0,118,4.6,0,4.0,High
TK-261195,2025-02-15 07:00:00,43,VIP,Technical,Phone,Seoul,209157,70,6,89,5.0,0,8.3,Low
TK-261196,2025-07-22 15:00:00,53,Gold,Account,Phone,Busan,108502,40,7,45,1.5,1,2.0,Medium
TK-261197,2025-04-08 13:00:00,50,Silver,Technical,Phone,Seoul,94861,71,1,54,3.3,1,7.9,Low
TK-261198,2026-02-11 17:00:00,43,Silver,Account,Chat,Daejeon,86135,82,4,35,4.5,0,9.0,Medium
TK-261199,2026-03-01 04:00:00,31,VIP,Payment,App,Incheon,199729,48,2,13,5.0,0,14.6,Medium
TK-261200,2025-05-12 09:00:00,46,Basic,Cancellation,Email,Incheon,28880,93,0,71,3.2,1,2.6,Medium
TK-261201,2025-09-01 18:00:00,54,Silver,Payment,App,Seoul,62014,64,6,96,3.8,0,5.0,Medium
TK-261202,2025-12-09 01:00:00,56,Silver,Delivery,Phone,Busan,70901,7,0,100,1.0,1,4.8,High
TK-261203,2025-07-17 01:00:00,21,Basic,Payment,App,Busan,41535,48,0,79,3.7,1,3.6,Medium
TK-261204,2026-06-17 05:00:00,26,Basic,Payment,Chat,Incheon,35079,26,0,3,3.0,0,2.1,Low
TK-261205,2025-04-28 13:00:00,76,Silver,Account,Email,Daegu,92810,62,5,40,2.7,0,5.4,Medium
TK-261206,2026-04-23 23:00:00,33,Silver,Payment,Phone,Busan,67059,57,6,80,4.1,3,4.3,Medium
TK-261207,2025-06-08 05:00:00,19,Basic,Payment,Phone,Busan,25312,7,6,44,4.1,0,3.0,Medium
TK-261208,2026-02-04 20:00:00,65,Basic,Technical,Email,Seoul,54287,2,2,24,3.7,1,4.3,Medium
TK-261209,2026-03-25 08:00:00,46,Basic,Delivery,Chat,Seoul,20593,18,3,94,2.6,2,6.1,Medium
TK-261210,2025-10-30 07:00:00,41,VIP,Technical,Chat,Daegu,219558,27,1,27,5.0,0,2.0,Medium
TK-261211,2025-01-15 02:00:00,37,Silver,Delivery,Phone,Busan,71050,41,4,35,3.7,1,5.2,Medium
TK-261212,2025-08-22 19:00:00,36,Gold,Payment,Email,Seoul,125104,7,1,56,3.7,0,3.6,Low
TK-261213,2025-01-28 10:00:00,65,Gold,Delivery,Email,Daegu,144420,77,0,70,3.8,0,9.3,Low
TK-261214,2025-07-28 09:00:00,59,Gold,Account,Email,Daegu,130815,44,4,93,2.0,2,4.2,High
TK-261215,2025-09-09 13:00:00,46,VIP,Delivery,Phone,Busan,200235,24,5,89,3.0,0,5.1,Medium
TK-261216,2026-07-23 23:00:00,74,VIP,Account,Chat,Seoul,218043,42,5,60,3.7,1,2.6,High
TK-261217,2026-03-16 10:00:00,22,Silver,Account,Chat,Daegu,56535,38,2,62,3.3,0,1.6,Medium
TK-261218,2025-02-01 02:00:00,25,Basic,Payment,Phone,Seoul,66465,47,6,35,2.9,1,3.4,Low
TK-261219,2025-03-30 21:00:00,54,Basic,Technical,Phone,Busan,50146,8,3,56,2.5,0,3.1,Medium
TK-261220,2026-03-04 03:00:00,37,Silver,Delivery,Chat,Seoul,54869,1,4,44,3.9,1,11.5,Medium
TK-261221,2025-07-19 08:00:00,37,Silver,Technical,Email,Seoul,90249,34,3,67,2.7,0,11.3,Medium
TK-261222,2025-01-21 08:00:00,59,Basic,Payment,Phone,Seoul,56602,4,4,2,3.9,0,4.8,Medium
TK-261223,2026-05-25 15:00:00,46,VIP,Payment,Phone,Busan,210859,20,2,73,1.8,0,4.4,Low
TK-261224,2025-01-03 01:00:00,49,Gold,Account,Email,Seoul,128433,56,0,16,5.0,4,8.1,Low
TK-261225,2025-11-22 11:00:00,35,Basic,Delivery,Chat,Seoul,66689,35,4,54,4.0,0,2.0,Medium
TK-261226,2025-04-05 10:00:00,50,VIP,Account,Phone,Daejeon,207362,63,0,35,3.8,0,3.5,Low
TK-261227,2025-08-21 19:00:00,38,Gold,Cancellation,Phone,Seoul,127036,62,6,116,3.6,2,9.4,Low
TK-261228,2026-05-18 13:00:00,61,Basic,Cancellation,Email,Seoul,29903,2,9,83,2.6,1,6.0,Medium
TK-261229,2026-05-27 18:00:00,24,Gold,Account,Chat,Incheon,152592,57,8,30,3.7,0,2.1,Medium
TK-261230,2026-06-18 14:00:00,67,Silver,Technical,Phone,Seoul,102612,92,0,110,3.8,0,4.5,Low
TK-261231,2025-08-19 11:00:00,18,Gold,Cancellation,Chat,Busan,107307,86,0,134,3.5,0,11.4,Low
TK-261232,2025-09-08 15:00:00,46,Silver,Payment,Chat,Daegu,91935,23,7,35,3.4,0,4.2,Low
TK-261233,2026-04-17 05:00:00,65,Basic,Delivery,Email,Seoul,46500,15,3,39,4.5,0,6.5,Low
TK-261234,2025-09-06 07:00:00,43,Gold,Payment,Email,Busan,133644,95,4,30,3.5,2,1.2,Low
TK-261235,2025-06-30 20:00:00,76,Gold,Technical,Chat,Busan,137734,59,6,139,3.6,0,10.6,High
TK-261236,2025-08-24 02:00:00,27,Basic,Payment,Chat,Seoul,26593,44,2,72,3.0,1,5.4,Low
TK-261237,2025-02-25 03:00:00,43,Gold,Payment,Chat,Seoul,145642,7,0,8,3.4,2,13.0,Low
TK-261238,2025-11-23 06:00:00,45,VIP,Technical,Chat,Incheon,223189,38,2,77,2.7,0,7.1,High
TK-261239,2025-12-11 04:00:00,54,Gold,Payment,Chat,Incheon,119840,41,2,19,3.0,4,1.9,Medium
TK-261240,2025-02-23 21:00:00,41,VIP,Cancellation,Email,Daejeon,210727,91,1,111,3.3,0,7.8,Low
TK-261241,2025-07-21 05:00:00,26,Basic,Cancellation,Phone,Busan,72969,59,7,68,4.6,1,7.2,Medium
TK-261242,2025-04-09 07:00:00,37,Basic,Payment,Email,Busan,69753,51,1,47,3.4,0,7.0,Medium
TK-261243,2025-12-26 23:00:00,30,Silver,Payment,Phone,Daejeon,103445,20,7,72,3.5,0,5.2,High
TK-261244,2025-11-26 10:00:00,75,Silver,Cancellation,Phone,Daegu,68527,55,3,56,3.5,1,8.6,Medium
TK-261245,2025-06-10 13:00:00,53,Silver,Payment,Email,Seoul,93969,35,6,77,3.9,1,3.2,Medium
TK-261246,2025-03-30 07:00:00,76,Gold,Account,Email,Daejeon,109889,90,0,25,2.5,1,1.4,Low
TK-261247,2025-12-25 04:00:00,72,Basic,Payment,Chat,Incheon,70412,44,2,33,4.1,0,5.5,High
TK-261248,2025-08-15 11:00:00,72,Basic,Account,Phone,Seoul,51135,96,9,45,2.6,1,5.0,Medium
TK-261249,2025-07-06 21:00:00,35,Silver,Technical,Chat,Seoul,74036,30,4,93,3.9,0,16.7,Medium
TK-261250,2025-05-12 12:00:00,76,Silver,Account,Email,Daegu,57811,84,6,26,4.7,0,18.5,Medium
TK-261251,2025-11-18 05:00:00,22,Silver,Payment,Phone,Seoul,65894,2,4,68,2.5,2,4.6,Medium
TK-261252,2025-05-10 19:00:00,76,Gold,Account,Chat,Daegu,129402,35,0,10,3.4,0,7.8,Medium
TK-261253,2026-03-04 17:00:00,67,Silver,Account,App,Seoul,55184,61,2,103,3.2,0,15.4,Low
TK-261254,2025-05-12 16:00:00,27,Silver,Technical,Phone,Seoul,102826,64,4,59,4.0,1,11.1,Medium
TK-261255,2025-07-23 21:00:00,20,Basic,Technical,App,Incheon,57642,33,4,50,3.7,3,5.7,Medium
TK-261256,2025-04-20 01:00:00,58,Silver,Payment,Chat,Daegu,103481,52,4,78,2.8,3,6.1,Medium
TK-261257,2025-07-16 10:00:00,59,Silver,Account,Chat,Busan,59951,71,2,82,3.9,0,9.7,Low
TK-261258,2025-04-24 00:00:00,23,Silver,Account,Phone,Seoul,61823,8,5,99,3.5,2,8.6,High
TK-261259,2026-05-31 00:00:00,48,Gold,Account,Email,Seoul,115233,85,0,26,3.8,0,2.7,Low
TK-261260,2026-04-30 05:00:00,43,Gold,Technical,App,Daegu,108737,76,1,93,4.1,0,10.8,High
TK-261261,2025-11-29 17:00:00,28,Basic,Account,Chat,Seoul,50536,70,0,43,4.9,0,4.9,Medium
TK-261262,2025-12-03 05:00:00,36,Silver,Delivery,Email,Seoul,66011,40,3,6,4.5,1,4.5,Medium
TK-261263,2025-11-29 08:00:00,69,Silver,Delivery,Chat,Daegu,83387,19,7,93,3.9,1,6.5,Medium
TK-261264,2025-09-30 12:00:00,62,Basic,Payment,Chat,Busan,28749,89,0,61,2.2,0,3.1,Medium
TK-261265,2026-03-28 10:00:00,52,Silver,Delivery,Chat,Daejeon,96697,83,3,38,2.1,1,8.4,High
TK-261266,2026-06-04 12:00:00,43,Gold,Payment,Email,Seoul,108007,27,5,33,5.0,0,4.9,Medium
TK-261267,2025-12-09 03:00:00,27,Basic,Payment,App,Seoul,23194,45,2,57,3.4,0,3.3,Low
TK-261268,2026-05-10 14:00:00,52,Silver,Delivery,Chat,Busan,55944,51,6,110,3.0,0,10.5,Medium
TK-261269,2025-06-15 06:00:00,70,Gold,Cancellation,Chat,Incheon,134277,36,5,66,4.6,2,6.1,Low
TK-261270,2026-05-08 04:00:00,31,Basic,Cancellation,Email,Busan,47732,43,4,118,3.8,0,7.2,Medium
TK-261271,2025-09-01 04:00:00,37,Gold,Delivery,Email,Daegu,148010,84,4,33,3.7,1,5.0,Medium
TK-261272,2025-09-19 05:00:00,73,Basic,Account,Phone,Incheon,55301,93,5,73,3.8,0,7.1,Low
TK-261273,2025-02-11 18:00:00,36,Gold,Delivery,Phone,Seoul,134101,38,0,55,2.8,0,13.3,Low
TK-261274,2025-11-15 21:00:00,53,Basic,Payment,Phone,Daejeon,67811,17,4,33,2.2,0,4.3,Medium
TK-261275,2026-05-31 17:00:00,28,Basic,Cancellation,Email,Seoul,34476,74,5,95,4.3,3,11.8,Medium
TK-261276,2025-10-31 04:00:00,39,Basic,Cancellation,Email,Daegu,27158,48,3,104,2.9,2,5.1,High
TK-261277,2026-03-15 18:00:00,62,Basic,Account,Chat,Daegu,26972,53,4,48,1.4,0,5.6,Medium
TK-261278,2025-02-05 14:00:00,36,Gold,Technical,Phone,Daegu,108589,59,2,61,3.7,0,4.7,Medium
TK-261279,2025-10-20 21:00:00,24,Basic,Cancellation,,Seoul,46496,3,0,128,3.6,0,7.2,Low
TK-261280,2025-12-15 14:00:00,30,Gold,Account,App,Seoul,152172,39,7,55,3.9,0,6.2,Medium
TK-261281,2025-06-25 14:00:00,42,Basic,Delivery,Chat,Daegu,23906,93,4,105,3.2,2,7.7,Medium
TK-261282,2025-03-23 18:00:00,61,Basic,Delivery,Chat,Seoul,29914,81,6,84,3.7,3,4.0,Medium
TK-261283,2025-01-17 22:00:00,73,Basic,Account,Chat,Busan,63319,4,2,66,3.6,0,2.3,Low
TK-261284,2025-08-17 08:00:00,20,Basic,Technical,Email,Busan,32151,68,1,55,4.5,2,4.1,Medium
TK-261285,2025-02-07 06:00:00,52,Silver,Delivery,Chat,Busan,84500,27,1,68,2.4,0,5.0,Medium
TK-261286,2026-05-14 07:00:00,60,Gold,Delivery,Email,Daejeon,148011,8,6,85,3.8,1,8.5,Medium
TK-261287,2026-04-12 08:00:00,20,VIP,Account,Chat,Daejeon,198131,91,4,77,3.6,2,6.6,High
TK-261288,2026-04-08 18:00:00,41,Silver,Cancellation,Chat,Incheon,79911,59,3,49,3.2,0,7.4,Medium
TK-261289,2025-09-07 16:00:00,63,Silver,Cancellation,App,Seoul,67898,37,0,120,4.0,1,8.2,Low
TK-261290,2025-06-11 12:00:00,55,Basic,Account,Email,Seoul,64073,47,1,80,2.6,0,4.3,Medium
TK-261291,2026-07-23 23:00:00,48,VIP,Payment,Email,Seoul,224885,24,1,51,2.0,2,4.1,Medium
TK-261292,2025-02-17 02:00:00,34,Gold,Cancellation,App,Seoul,107843,27,1,90,2.7,0,4.0,Low
TK-261293,2026-06-29 13:00:00,54,Silver,Payment,Email,Seoul,,3,1,11,2.5,0,2.2,Medium
TK-261294,2025-04-16 13:00:00,29,Gold,Payment,Chat,Daegu,111364,8,2,36,3.9,0,2.9,Medium
TK-261295,2025-12-31 04:00:00,47,VIP,Account,Email,Busan,193551,16,1,96,4.2,0,4.9,Low
TK-261296,2026-04-19 13:00:00,71,Basic,Cancellation,Chat,Busan,23084,86,4,149,4.3,1,13.5,Medium
TK-261297,2025-02-16 19:00:00,48,Basic,Delivery,Phone,Daejeon,25151,55,5,32,3.3,0,8.2,Medium
TK-261298,2026-01-03 10:00:00,73,Silver,Cancellation,Chat,Daejeon,76142,89,3,118,2.9,1,5.4,Medium
TK-261299,2025-10-19 21:00:00,18,Silver,Delivery,Email,Seoul,104368,81,4,115,5.0,1,2.8,Medium
TK-261300,2025-06-04 07:00:00,52,Gold,Technical,Chat,Busan,154671,68,1,47,3.8,0,5.0,Medium
TK-261301,2025-10-24 06:00:00,58,Basic,Account,Email,Busan,57010,67,5,53,3.3,0,2.2,Medium
TK-261302,2025-08-15 11:00:00,52,Basic,Account,Email,Busan,38924,37,7,36,2.2,0,13.4,High
TK-261303,2025-08-28 21:00:00,36,Basic,Account,App,Busan,23109,39,4,2,2.7,0,4.5,Medium
TK-261304,2026-07-10 07:00:00,26,Basic,Cancellation,Phone,Incheon,31386,31,6,66,3.9,0,10.6,Medium
TK-261305,2026-01-02 01:00:00,27,Basic,Delivery,Chat,Daegu,58839,31,0,54,4.7,0,1.9,Low
TK-261306,2026-07-09 22:00:00,57,Basic,Delivery,Email,Incheon,47652,6,4,101,5.0,0,4.6,Medium
TK-261307,2025-06-25 15:00:00,63,Basic,Delivery,Chat,Seoul,22952,63,2,92,4.4,2,5.9,Low
TK-261308,2025-12-27 05:00:00,21,Silver,Technical,Chat,Seoul,72440,43,0,60,3.1,2,5.4,Medium
TK-261309,2025-03-23 00:00:00,42,Basic,Account,Phone,Daegu,65944,82,3,81,4.2,0,8.6,Medium
TK-261310,2025-08-14 02:00:00,25,Basic,Technical,Phone,Seoul,22735,72,5,114,5.0,2,9.4,Low
TK-261311,2025-10-21 15:00:00,37,Basic,Account,Phone,Seoul,26481,3,0,70,2.6,0,7.8,Low
TK-261312,2026-02-04 15:00:00,59,Silver,Cancellation,Phone,Incheon,104031,56,4,92,4.3,1,4.3,Medium
TK-261313,2026-01-12 02:00:00,23,Silver,Cancellation,App,Seoul,77125,9,1,60,4.2,0,4.8,Low
TK-261314,2025-07-29 07:00:00,46,Gold,Technical,Chat,Daejeon,159770,17,3,104,5.0,3,3.9,Low
TK-261315,2026-02-25 14:00:00,31,Silver,Technical,Phone,Daejeon,97462,92,5,134,2.8,1,4.8,Medium
TK-261316,2026-04-27 15:00:00,61,Silver,Technical,Phone,Seoul,76356,64,9,67,2.5,0,5.5,Medium
TK-261317,2026-03-28 22:00:00,51,VIP,Account,App,Busan,237326,3,4,28,3.8,0,4.8,Medium
TK-261318,2025-02-05 08:00:00,21,Gold,Cancellation,Chat,Busan,114110,41,4,62,4.5,0,2.3,Low
TK-261319,2025-02-08 13:00:00,46,Basic,Technical,App,Seoul,69764,64,4,50,2.8,0,4.1,Low
TK-261320,2025-04-01 02:00:00,66,Basic,Payment,Chat,Seoul,20146,61,4,69,5.0,0,4.2,Medium
TK-261321,2025-04-09 18:00:00,53,Silver,Payment,Phone,Busan,62499,20,2,44,3.9,0,6.4,Medium
TK-261322,2025-12-04 11:00:00,72,Gold,Payment,Email,Seoul,128758,2,4,2,3.5,1,3.3,Medium
TK-261323,2026-03-25 16:00:00,68,Basic,Cancellation,Chat,Seoul,33348,2,2,56,4.7,2,2.1,High
TK-261324,2025-12-21 13:00:00,54,Gold,Technical,Phone,Incheon,116700,53,0,130,4.2,0,4.9,Low
TK-261325,2025-07-19 16:00:00,49,VIP,Delivery,Chat,Busan,237147,48,8,66,4.4,1,7.2,Low
TK-261326,2026-07-19 10:00:00,33,VIP,Account,Phone,Daegu,210500,76,7,35,4.0,1,4.6,High
TK-261327,2025-07-15 19:00:00,60,Basic,Delivery,Email,Seoul,49923,22,6,102,4.9,0,9.5,Medium
TK-261328,2026-01-15 18:00:00,20,Silver,Delivery,Phone,Incheon,92597,59,4,99,4.2,4,2.4,High
TK-261329,2025-02-28 07:00:00,37,Silver,Payment,Phone,Busan,84013,56,7,16,4.5,0,4.3,Medium
TK-261330,2025-10-14 17:00:00,47,Silver,Technical,Chat,Daejeon,105038,86,0,70,2.9,1,7.3,High
TK-261331,2026-03-16 18:00:00,63,Gold,Technical,App,Daejeon,119733,49,5,66,4.3,1,9.4,Low
TK-261332,2025-06-21 03:00:00,53,Basic,Technical,Phone,Busan,47892,48,1,112,5.0,1,5.5,Medium
TK-261333,2025-07-27 20:00:00,39,Gold,Account,App,Incheon,131484,38,6,97,4.4,1,3.8,Medium
TK-261334,2025-05-06 20:00:00,40,VIP,Delivery,App,Busan,233103,22,3,21,3.0,0,2.0,Low
TK-261335,2025-05-17 11:00:00,36,Silver,Account,Chat,Incheon,68087,69,6,33,3.8,0,9.7,Medium
TK-261336,2025-04-01 04:00:00,63,VIP,Account,Chat,Seoul,207578,36,1,74,3.2,0,5.0,Medium
TK-261337,2026-07-16 23:00:00,31,Basic,Account,Chat,Incheon,56286,27,1,50,2.7,0,9.3,Medium
TK-261338,2025-10-14 07:00:00,24,Silver,Technical,Phone,Seoul,87257,65,4,97,3.7,0,5.2,Low
TK-261339,2025-09-14 20:00:00,70,Basic,Delivery,Phone,Seoul,56833,86,5,62,2.2,1,3.3,Medium
TK-261340,2025-07-07 20:00:00,41,Basic,Delivery,Email,Seoul,35541,27,0,42,4.0,0,5.2,Low
TK-261341,2025-05-08 04:00:00,43,Silver,Cancellation,Chat,Incheon,59833,85,4,111,3.1,0,5.4,High
TK-261342,2025-10-31 20:00:00,30,Basic,Payment,Phone,Incheon,46832,10,0,48,2.8,1,3.9,Low
TK-261343,2025-10-10 11:00:00,19,Basic,Account,App,Busan,53345,44,7,69,4.6,0,9.0,Medium
TK-261344,2025-02-25 11:00:00,48,Gold,Technical,Phone,Incheon,125193,38,1,104,2.4,1,7.0,Low
TK-261345,2025-02-18 01:00:00,38,Basic,Account,,Seoul,55714,89,2,810,3.4,3,4.6,Medium
TK-261346,2026-05-12 20:00:00,63,Gold,Technical,Phone,Daejeon,123828,53,0,41,3.0,0,4.0,Medium
TK-261347,2025-07-30 01:00:00,19,Basic,Cancellation,Chat,Incheon,31235,52,5,79,4.2,3,3.9,Medium
TK-261348,2025-09-09 13:00:00,26,Gold,Cancellation,Chat,Incheon,142479,9,5,61,4.3,0,2.8,Low
TK-261349,2025-07-15 06:00:00,47,Gold,Technical,Phone,Incheon,148805,16,12,97,2.9,1,7.3,Medium
TK-261350,2025-02-07 11:00:00,25,Gold,Technical,Phone,Seoul,120584,43,9,161,4.9,0,6.1,Low
TK-261351,2025-06-30 15:00:00,74,Basic,Cancellation,App,Seoul,24863,96,6,84,3.8,0,1.7,Medium
TK-261352,2026-05-21 16:00:00,74,Silver,Delivery,Chat,Seoul,84867,50,2,2,3.1,0,11.0,Medium
TK-261353,2025-12-15 16:00:00,27,Basic,Payment,Chat,Daegu,59178,42,1,68,2.5,0,4.6,Low
TK-261354,2025-05-20 10:00:00,74,Silver,Account,Email,Daegu,61884,58,5,77,5.0,3,4.4,Medium
TK-261355,2026-04-12 18:00:00,37,VIP,Technical,Chat,Daejeon,207699,63,3,66,3.5,0,12.1,Medium
TK-261356,2025-11-30 20:00:00,25,Gold,Technical,Chat,Incheon,114604,45,0,25,2.8,0,2.9,Low
TK-261357,2025-03-24 23:00:00,69,Gold,Account,Chat,Daegu,117243,91,0,24,2.0,0,0.8,Medium
TK-261358,2025-10-21 04:00:00,75,VIP,Delivery,Phone,Busan,236183,73,2,109,3.2,0,4.1,Medium
TK-261359,2026-05-16 17:00:00,76,Basic,Delivery,Chat,Seoul,53650,50,4,85,3.1,0,5.5,Medium
TK-261360,2026-04-02 20:00:00,25,Silver,Technical,Email,Seoul,94232,22,4,120,3.2,0,4.1,Medium
TK-261361,2026-03-08 13:00:00,45,Silver,Technical,Chat,Seoul,91189,19,0,122,2.2,0,4.6,High
TK-261362,2025-03-04 08:00:00,32,Silver,Technical,Phone,Seoul,62273,50,5,80,4.5,1,8.5,Low
TK-261363,2025-06-30 05:00:00,51,Basic,Account,Phone,Busan,30842,59,0,63,3.1,0,2.3,High
TK-261364,2026-07-17 11:00:00,75,Silver,Cancellation,Phone,Incheon,87203,76,3,86,2.5,0,4.1,Medium
TK-261365,2026-04-22 01:00:00,49,Basic,Delivery,Email,Incheon,24968,39,0,75,4.0,0,2.9,Medium
TK-261366,2026-01-06 14:00:00,60,Gold,Payment,Chat,Seoul,153056,68,2,35,2.9,0,3.8,Low
TK-261367,2026-01-28 14:00:00,34,Gold,Account,Phone,Daejeon,128009,90,3,56,4.1,0,6.7,Low
TK-261368,2025-11-08 07:00:00,70,Basic,Delivery,Chat,Daejeon,,95,0,54,2.6,0,3.5,Low
TK-261369,2026-02-06 06:00:00,19,Gold,Delivery,Phone,Daegu,127810,93,4,69,3.5,0,5.0,Medium
TK-261370,2025-01-01 19:00:00,67,Silver,Technical,Email,Busan,98967,28,2,131,4.1,2,7.3,High
TK-261371,2025-10-27 07:00:00,18,Basic,Technical,Email,Seoul,41322,33,3,67,3.2,1,23.1,Medium
TK-261372,2025-09-09 09:00:00,60,Gold,Payment,Chat,Seoul,115050,96,6,61,3.8,0,2.1,Medium
TK-261373,2026-01-01 02:00:00,55,Gold,Cancellation,Phone,Seoul,134788,90,5,80,3.9,1,4.4,Medium
TK-261374,2025-10-03 17:00:00,56,Gold,Account,Chat,Daegu,149830,55,0,36,3.4,0,5.8,Medium
TK-261375,2025-04-30 08:00:00,27,Silver,Payment,Email,Seoul,90958,67,3,53,4.5,0,4.2,Medium
TK-261376,2026-02-16 23:00:00,73,Silver,Account,Phone,Daejeon,69087,76,4,75,3.0,0,8.3,Medium
TK-261377,2025-09-28 10:00:00,55,VIP,Cancellation,Chat,Incheon,196406,16,5,20,4.1,0,2.0,High
TK-261378,2026-05-15 21:00:00,47,Basic,Technical,Email,Daegu,64083,42,2,30,2.9,0,2.4,Low
TK-261379,2025-03-12 13:00:00,34,Silver,Delivery,Phone,Incheon,69860,33,1,30,4.9,0,1.4,Low
TK-261380,2025-02-19 15:00:00,64,Basic,Cancellation,Phone,Daejeon,41868,33,3,116,4.1,0,10.6,Medium
TK-261381,2025-06-18 21:00:00,74,Gold,Delivery,Chat,Seoul,125157,68,7,61,4.5,0,2.1,Low
TK-261382,2026-02-15 19:00:00,31,Basic,Account,Email,Daegu,28467,90,0,69,3.4,0,9.9,Medium
TK-261383,2026-06-24 17:00:00,27,Basic,Delivery,Phone,Seoul,35542,22,4,47,4.4,0,6.1,Medium
TK-261384,2025-12-13 17:00:00,19,Basic,Technical,Chat,Daejeon,35019,35,3,24,2.7,0,9.5,Low
TK-261385,2025-04-01 06:00:00,27,Basic,Technical,Email,Seoul,54443,59,7,57,2.5,0,5.3,Medium
TK-261386,2025-02-03 16:00:00,66,Basic,Delivery,App,Incheon,48904,92,3,79,4.3,0,6.3,Medium
TK-261387,2025-04-23 13:00:00,55,Basic,Payment,Chat,Seoul,70474,49,6,29,1.6,0,2.8,Low
